CHUTE,ZIP_CODE,AVG_PROCESSING_TIME_MINUTES,Predicted_Processing_Time,PERFORMANCE_ISSUE,Predicted_Performance_Issue,MAE,Accuracy
0.0,0.006622516556291391,0.14841045011016685,2.7108107020457575,0,0,2.5624002519355904,1.0
0.0,0.006877228731533368,0.14258847070461803,1.7137055403242498,0,0,1.5711170696196317,1.0
0.0,0.007131940906775344,0.15439093484419264,2.786214728156724,0,0,2.6318237933125315,1.0
0.0,0.00738665308201732,0.15001661245759454,1.8718851251734618,1,0,1.721868512715867,0.8888888888888888
0.0,0.007641365257259297,0.17378029587661317,2.352129629055658,1,0,2.1783493331790442,0.8
0.0,0.007896077432501274,0.13471828769279195,2.5050646593173336,0,0,2.370346371624541,1.0
0.0,0.00815078960774325,0.12913125590179417,2.840614784757295,0,0,2.711483528855501,1.0
0.0,0.008405501782985226,0.14907932011331446,2.4750923777619986,0,0,2.326013057648684,1.0
0.0,0.008660213958227202,0.1851392823418319,2.121999610463777,0,0,1.936860328121945,1.0
0.0,0.00891492613346918,0.13739376770538245,1.7375034610430389,0,0,1.6001096933376564,1.0
0.0,0.009169638308711156,0.140156369441072,1.9817505024728308,0,0,1.841594133031759,1.0
0.0,0.009424350483953133,0.1542965061378659,2.40993150393168,0,0,2.2556349977938144,1.0
0.0,0.00967906265919511,0.1337346553352219,1.8646245370308545,0,0,1.7308898816956328,1.0
0.0,0.010443199184921039,0.19452313503305008,2.030021328727403,0,0,1.835498193694353,1.0
0.0,0.010952623535404993,0.15533522190745988,2.093706531325975,0,0,1.9383713094185149,1.0
0.0,0.011207335710646969,0.12960339943342777,2.3022730449835445,0,0,2.172669645550117,1.0
0.0,0.011462047885888945,0.13377400062952471,2.6210718244314184,0,0,2.4872978238018937,1.0
0.0,0.011716760061130923,0.13302644003777148,2.410774383942285,0,0,2.2777479439045134,1.0
0.0,0.011971472236372899,0.13385269121813032,2.032839169601598,0,0,1.8989864783834678,1.0
0.0,0.012226184411614875,0.12806893295561853,2.1541583443681387,0,0,2.0260894114125203,1.0
0.0,0.012480896586856851,0.13243626062322947,2.259013901154199,0,0,2.1265776405309698,1.0
0.0,0.013245033112582781,0.1388406440637319,1.8334925765792516,0,0,1.6946519325155198,1.0
0.0,0.013499745287824758,0.1410659951736439,2.246824122468629,0,0,2.105758127294985,1.0
0.0,0.013754457463066735,0.13762983947119925,2.067506975928941,0,0,1.9298771364577418,1.0
0.0,0.014009169638308712,0.20207743153918795,2.102440417806306,0,0,1.900362986267118,1.0
0.0,0.014263881813550688,0.13401007239534155,2.2040043731530496,0,0,2.069994300757708,1.0
0.0,0.014518593988792664,0.13078375826251182,1.7059165010849624,0,0,1.5751327428224506,1.0
0.0,0.01477330616403464,0.13762983947119925,2.243762738505998,0,0,2.1061328990347987,1.0
0.0,0.015028018339276618,0.12629839471199245,2.99432466427485,0,0,2.8680262695628578,1.0
0.0,0.01553744268976057,0.12913125590179417,2.5969317773977902,0,0,2.467800521495996,1.0
0.0,0.016046867040244522,0.12535410764872523,1.907262987891832,0,0,1.7819088802431067,1.0
0.0,0.0163015792154865,0.15072690431224428,1.8278174440066008,0,0,1.6770905396943567,1.0
0.0,0.016556291390728478,0.12677053824362608,1.512311844031015,0,0,1.3855413057873889,1.0
0.0,0.016811003565970453,0.15889203651243314,2.4459790370861674,0,0,2.2870870005737345,1.0
0.0,0.01706571574121243,0.13117721120553982,1.7638773890833048,0,0,1.6327001778777652,1.0
0.0,0.017575140091696383,0.13054768649669501,2.048361227909723,0,0,1.917813541413028,1.0
0.0,0.01782985226693836,0.13184608120868746,2.5248451272646575,0,0,2.39299904605597,1.0
0.0,0.018084564442180335,0.14579792256846083,2.3506883589426666,0,0,2.204890436374206,1.0
0.0,0.01859398879266429,0.1613550519357885,1.5363095174233108,0,0,1.3749544654875223,1.0
0.0,0.019103413143148243,0.15368271954674223,2.6523712317148833,0,0,2.498688512168141,1.0
0.0,0.01935812531839022,0.25047214353163366,2.4741197834412243,0,0,2.223647639909591,1.0
0.0,0.019867549668874173,0.1281869688385269,1.7674426039059945,0,0,1.6392556350674676,1.0
0.0,0.020122261844116147,0.13562322946175637,2.6944242323438314,0,0,2.558801002882075,1.0
0.0,0.020376974019358125,0.13220018885741266,2.351528363426525,0,0,2.2193281745691125,1.0
0.0,0.020631686194600103,0.1643059490084986,1.6808662797013907,0,0,1.516560330692892,1.0
0.0,0.020886398369842078,0.1555712936732767,1.7799925247828154,0,0,1.6244212311095387,1.0
0.0,0.021141110545084055,0.13650849858356942,1.9360131705800683,0,0,1.7995046719964989,1.0
0.0,0.02139582272032603,0.12755088658063163,2.2387321447332686,0,0,2.1111812581526372,1.0
0.0,0.021905247070809986,0.147710103871577,2.4120023039976743,0,0,2.264292200126097,1.0
0.0,0.02215995924605196,0.13607851072440308,1.9676663327784756,0,0,1.8315878220540724,1.0
0.0,0.022414671421293938,0.1835064526282657,2.8269100944201138,0,0,2.643403641791848,1.0
0.0,0.022669383596535916,0.14357097891092227,1.4681912257025629,0,0,1.4205410874874649,1.0
0.0,0.02292409577177789,0.12677053824362608,2.055816907684007,0,0,1.929046369440381,1.0
0.0,0.02368823229750382,0.15588532741113795,1.8506971687078466,1,0,1.6948118412967086,0.8888888888888888
0.0,0.023942944472745798,0.1415840415486308,2.5589143330852178,0,0,2.417330291536587,1.0
0.0,0.024197656647987772,0.13456090651558075,2.167812011639276,0,0,2.033251105123695,1.0
0.0,0.02445236882322975,0.1445939565627951,2.1861950437227873,0,0,2.041601087159992,1.0
0.0,0.024961793173713703,0.1306263770853006,2.505121819178262,0,0,2.3744954420929614,1.0
0.0,0.02521650534895568,0.13172804532577906,2.742050845424333,0,0,2.610322800098554,1.0
0.0,0.025471217524197655,0.13456090651558075,2.1367894614736227,0,0,2.002228554958042,1.0
0.0,0.025725929699439633,0.12724268177525971,2.0168437014023453,0,0,1.8896010196270856,1.0
0.0,0.02598064187468161,0.136685552407932,2.2981259743372586,0,0,2.161440421929327,1.0
0.0,0.026235354049923585,0.14052171860245516,2.3804151336352017,0,0,2.2398934150327467,1.0
0.0,0.026490066225165563,0.12795089707271012,2.8768648321429877,0,0,2.7489139350702776,1.0
0.0,0.027254202750891493,0.147780925401322,2.4610662947098403,0,0,2.3132853693085185,1.0
0.0,0.02750891492613347,0.12936732766761097,1.8246750543514876,0,0,1.6953077266838765,1.0
0.0,0.027763627101375445,0.12063267233238906,1.5660354504982619,0,0,1.4454027781658727,1.0
0.0,0.028018339276617423,0.13054768649669501,1.4398927549521117,0,0,1.3093450684554166,1.0
0.0,0.028527763627101375,0.13255429650613787,2.2221826116243983,0,0,2.0896283151182606,1.0
0.0,0.028782475802343353,0.12865911237016053,2.7005727748076107,0,0,2.57191366243745,1.0
0.0,0.029291900152827306,0.1336166194523135,2.0693164537350324,0,0,1.935699834282719,1.0
0.0,0.02954661232806928,0.16625354107648727,1.6403266126910834,0,0,1.4740730716145962,1.0
0.0,0.030056036678553236,0.16558073654390937,2.0043149612347273,1,0,1.838734224690818,0.8
0.0,0.03031074885379521,0.13739376770538245,1.6428751359383253,0,0,1.5054813682329429,1.0
0.0,0.030820173204279166,0.14400377714825308,2.7535473416248943,0,0,2.6095435644766414,1.0
0.0,0.03107488537952114,0.1303116147308782,2.8552641908327727,0,0,2.7249525761018947,1.0
0.0,0.031584309730005096,0.12913125590179417,2.5142533699671414,0,0,2.3851221140653474,1.0
0.0,0.031839021905247074,0.1359773371104816,2.5633038947979596,0,0,2.427326557687478,1.0
0.0,0.03285787060621498,0.22001888574126538,1.4538993755976348,0,0,1.2338804898563693,1.0
0.0,0.033112582781456956,0.1533707675704843,1.899494106145131,0,0,1.7461233385746466,1.0
0.0,0.03336729495669893,0.13659702549575073,2.155322406689325,0,0,2.018725381193574,1.0
0.0,0.033622007131940905,0.13054768649669501,2.3275699655214934,0,0,2.1970222790247984,1.0
0.0,0.03413143148242486,0.15934844192634565,2.59678344229857,0,0,2.4374350003722243,1.0
0.0,0.03438614365766684,0.12901322001888574,2.069440241654713,0,0,1.940427021635827,1.0
0.0,0.03464085583290881,0.17233238904627007,2.419657657543817,0,0,2.247325268497547,1.0
0.0,0.03489556800815079,0.16525023607176584,2.7026876896619783,0,0,2.5374374535902127,1.0
0.0,0.035150280183392765,0.1416037141957822,1.9779820094505933,0,0,1.8363782952548113,1.0
0.0,0.03540499235863474,0.18271954674220964,2.2015445704261447,0,0,2.0188250236839353,1.0
0.0,0.03642384105960265,0.1301148882593642,2.7088788390159593,0,0,2.578763950756595,1.0
0.0,0.0369332654100866,0.1484084828454517,1.9001151998837778,0,0,1.751706717038326,1.0
0.0,0.03744268976057055,0.12806893295561853,2.161094851295152,0,0,2.0330259183395336,1.0
0.0,0.03769740193581253,0.13268216871262198,2.8732774371902137,0,0,2.740595268477591,1.0
0.0,0.03795211411105451,0.1584041548630784,2.4924386421839384,0,0,2.33403448732086,1.0
0.0,0.038206826286296486,0.12488196411709161,1.9323095271984725,0,0,1.807427563081381,1.0
0.0,0.038461538461538464,0.14074795404469626,2.223496587077775,0,0,2.082748633033079,1.0
0.0,0.03871625063678044,0.12913125590179417,1.1229742894570023,0,0,0.9938430335552081,1.0
0.0,0.03897096281202241,0.1334985835694051,2.8187769124905255,0,0,2.6852783289211204,1.0
0.0,0.03922567498726439,0.18043751967264718,1.885934644937514,1,0,1.7054971252648672,0.6666666666666666
0.0,0.03948038716250637,0.1333805476864967,1.836594463388124,0,0,1.7032139157016273,1.0
0.0,0.039735099337748346,0.1301935788479698,2.313038911918798,0,0,2.182845333070828,1.0
0.0,0.039989811512990324,0.13542650299024236,2.2740069677432366,0,0,2.138580464752994,1.0
0.0,0.04049923586347427,0.13714326933165463,1.6719576991266663,0,0,1.5348144297950117,1.0
0.0,0.04075394803871625,0.13288217395866123,2.8489008605480186,0,0,2.7160186865893565,1.0
0.0,0.041263372389200206,0.14877772490103305,1.2984768042961745,0,0,1.1654141905042659,1.0
0.0,0.04151808456444218,0.14826989997551848,1.554967361026339,0,0,1.4066974610508205,1.0
0.0,0.041772796739684155,0.13970662566429015,1.533552050921651,0,0,1.3938454252573609,1.0
0.0,0.04202750891492613,0.12594072725092556,1.7683208669225365,0,0,1.6423801396716107,1.0
0.0,0.04228222109016811,0.13591493630642199,1.509758703576193,0,0,1.373843767269771,1.0
0.0,0.04253693326541009,0.14713305293788906,1.5151928813684543,0,0,1.3680598284305654,1.0
0.0,0.04279164544065206,0.12456923148023244,1.5756075647142187,0,0,1.4510383332339862,1.0
0.0,0.04304635761589404,0.13873675375091807,1.7379890276326062,0,0,1.599252273881688,1.0
0.0,0.043301069791136015,0.1529386016682405,1.9601614146182924,0,0,1.8072228129500518,1.0
0.0,0.04355578196637799,0.18547371734340576,2.469207542141277,0,0,2.2837338247978716,1.0
0.0,0.04406520631686195,0.14378523425340187,1.699643294016519,0,0,1.5558580597631173,1.0
0.0,0.04431991849210392,0.13198772426817754,1.5496945433673395,0,0,1.417706819099162,1.0
0.0,0.0445746306673459,0.14257029692582102,1.7168041103416007,0,0,1.5742338134157796,1.0
0.0,0.044829342842587876,0.14568947710103872,1.6668529524157434,0,0,1.5211634753147045,1.0
0.0,0.045084055017829854,0.1610599622285175,1.9056042498066301,1,0,1.7445442875781125,0.8571428571428571
0.0,0.04533876719307183,0.12978045325779036,2.0720127860705047,0,0,1.9422323328127145,1.0
0.0,0.0455934793683138,0.13963644948064213,2.0911827305952695,0,0,1.9515462811146274,1.0
0.0,0.04584819154355578,0.14684617200552047,1.5230349871847355,0,0,1.3761888151792148,1.0
0.0,0.04610290371879776,0.13301295022258194,1.8468907527980338,0,0,1.713877802575452,1.0
0.0,0.046357615894039736,0.1383511698667506,2.037984784444172,0,0,1.8996336145774215,1.0
0.0,0.046612328069281714,0.1853635505193579,2.448694516221681,1,0,2.2633309657023233,0.8
0.0,0.04686704024452369,0.14037023921938938,1.7745241145292905,0,0,1.6341538753099012,1.0
0.0,0.04712175241976566,0.15527901434417019,2.041344992745489,1,0,1.886065978401319,0.8571428571428571
0.0,0.04737646459500764,0.12929706821349882,1.9430384982199886,0,0,1.8137414300064894,1.0
0.0,0.04763117677024962,0.14411394397230093,2.019797989527383,0,0,1.8756840455550823,1.0
0.0,0.047885888945491596,0.13932168712621973,1.6659426903973011,0,0,1.5266210032710814,1.0
0.0,0.048140601120733574,0.15129249291784705,1.928133920455971,1,0,1.7768414275381244,0.875
0.0,0.048395313295975545,0.14120826276161502,1.8189902782440173,0,0,1.6777820154824026,1.0
0.0,0.04865002547121752,0.14567857517574234,1.5485824058453233,0,0,1.4029038306695807,1.0
0.0,0.0489047376464595,0.14941656549305277,1.972745194321586,0,0,1.8233286288285326,1.0
0.0,0.049414161996943456,0.1496897342506408,1.722107586926883,0,0,1.5724178526762422,1.0
0.0,0.04966887417218543,0.1445349386213409,2.7057642402748256,0,0,2.561229301653485,1.0
0.0,0.049923586347427405,0.16361740635819957,2.4872155283888167,1,0,2.323598122030617,0.8333333333333334
0.0,0.05017829852266938,0.14187913125590182,1.9628517124387943,0,0,1.8209725811828923,1.0
0.0,0.05043301069791136,0.13537591618328165,2.1791852709792896,0,0,2.043809354796008,1.0
0.0,0.05068772287315334,0.14069877242681778,2.6080362200736986,0,0,2.467337447646881,1.0
0.0,0.05094243504839531,0.12842304060434373,2.5855857203404096,0,0,2.457162679736066,1.0
0.0,0.05119714722363729,0.13255429650613787,2.01571961591641,0,0,1.883165319410272,1.0
0.0,0.051451859398879266,0.12631413282971357,2.285405976573625,0,0,2.1590918437439113,1.0
0.0,0.05170657157412124,0.13584950748548483,1.7585176000992444,0,0,1.6226680926137598,1.0
0.0,0.05196128374936322,0.12913125590179417,0.629966280857721,0,0,0.5008350249559268,1.0
0.0,0.0522159959246052,0.16060749134403526,2.1174173533916463,0,0,1.9568098620476109,1.0
0.0,0.05247070809984717,0.12802171860245518,2.2859753308693556,0,0,2.1579536122669003,1.0
0.0,0.05272542027508915,0.15054821110061903,2.0602385560671475,0,0,1.9096903449665286,1.0
0.0,0.052980132450331126,0.15750708215297451,2.184020514289537,1,0,2.026513432136562,0.8
0.0,0.053234844625573104,0.1726078061063897,2.5579722474018722,0,0,2.3853644412954824,1.0
0.0,0.05374426897605705,0.14483002832861192,2.073583980898061,0,0,1.9287539525694495,1.0
0.0,0.05399898115129903,0.14431067044381493,2.122805880109468,0,0,1.978495209665653,1.0
0.0,0.05425369332654101,0.12747875354107652,1.8954871798555044,0,0,1.768008426314428,1.0
0.0,0.054508405501782986,0.17367012905256532,2.689817252755164,1,0,2.5161471237025985,0.6666666666666666
0.0,0.054763117677024964,0.14627104973245203,2.40114312271277,0,0,2.254872072980318,1.0
0.0,0.05501782985226694,0.1640698772426818,2.2230221251646665,0,0,2.058952247921985,1.0
0.0,0.05527254202750891,0.155870317909978,2.345409312645593,1,0,2.189538994735615,0.8
0.0,0.05552725420275089,0.14660695190282852,1.4741806060075748,0,0,1.3275736541047463,1.0
0.0,0.056036678553234846,0.15297450424929182,2.3173416818181662,0,0,2.1643671775688746,1.0
0.0,0.056291390728476824,0.13227887944601827,2.6646518349647508,0,0,2.5323729555187326,1.0
0.0,0.056546102903718795,0.13786591123701605,2.0721453408400206,0,0,1.9342794296030044,1.0
0.0,0.05680081507896077,0.13231822474032107,2.002980155746141,0,0,1.8706619310058197,1.0
0.0,0.05705552725420275,0.1480642115203022,2.0218439618746427,0,0,1.8737797503543407,1.0
0.0,0.05731023942944473,0.15364337425243943,2.0274045993884395,0,0,1.8737612251359999,1.0
0.0,0.05756495160468671,0.16643059490084988,2.0225652982791256,0,0,1.8561347033782756,1.0
0.0,0.058074375955170655,0.12899354737173435,1.6888339435060808,0,0,1.5598403961343463,1.0
0.0,0.05832908813041263,0.12511803588290843,1.795286820332208,0,0,1.6701687844492996,1.0
0.0,0.05858380030565461,0.13243626062322947,2.367634118596712,0,0,2.235197857973482,1.0
0.0,0.05883851248089659,0.16076487252124647,2.135255087415376,0,0,1.9744902148941295,1.0
0.0,0.05909322465613856,0.19405099150141644,1.983991159001985,0,0,1.7899401675005686,1.0
0.0,0.05934793683138054,0.12440982058545799,2.602446476618448,0,0,2.47803665603299,1.0
0.0,0.059602649006622516,0.1573339628580422,1.972264480392137,0,0,1.8149305175340948,1.0
0.0,0.06011207335710647,0.1585221907459868,1.772415336469808,0,0,1.6138931457238213,1.0
0.0,0.06036678553234845,0.13467894239848915,1.9791991988817839,0,0,1.8445202564832948,1.0
0.0,0.06062149770759042,0.1303116147308782,2.480482938388982,0,0,2.350171323658104,1.0
0.0,0.0608762098828324,0.13416745357255275,2.4937519162893285,0,0,2.3595844627167755,1.0
0.0,0.061385634233316354,0.13373465533522194,2.318809778491655,0,0,2.185075123156433,1.0
0.0,0.0618950585838003,0.12936732766761097,1.4027058819929747,0,0,1.2733385543253637,1.0
0.0,0.06214977075904228,0.13385269121813032,2.2335255126158384,0,0,2.099672821397708,1.0
0.0,0.06240448293428426,0.13692162417374884,1.7151206413904814,0,0,1.5781990172167326,1.0
0.0,0.06291390728476821,0.13196411709159583,2.694179637233415,0,0,2.562215520141819,1.0
0.0,0.06316861946001019,0.18862134088762986,2.856639183561006,0,0,2.668017842673376,1.0
0.0,0.06367804381049415,0.12842304060434373,2.2023004482189803,0,0,2.0738774076146367,1.0
0.0,0.06418746816097809,0.14956523449795406,1.147292303542295,0,0,0.997727069044341,1.0
0.0,0.06444218033622007,0.1362134088762984,1.6299636701742797,0,0,1.4937502612979814,1.0
0.0,0.06469689251146205,0.14069877242681778,2.581507732470829,0,0,2.4408089600440115,1.0
0.0,0.06495160468670402,0.13094605760151087,1.868450083459416,0,0,1.737504025857905,1.0
0.0,0.065206316861946,0.14545955303745675,2.225154924392699,0,0,2.079695371355242,1.0
0.0,0.06546102903718798,0.16846671388101986,2.594416129837432,0,0,2.4259494159564126,1.0
0.0,0.06571574121242996,0.1353871576959396,2.1080962633093185,0,0,1.9727091056133792,1.0
0.0,0.06597045338767193,0.12936732766761097,2.3352823386589674,0,0,2.2059150109913563,1.0
0.0,0.06622516556291391,0.1331346395971042,2.2793676334122805,0,0,2.1462329938151763,1.0
0.0,0.06647987773815589,0.1728340415486308,2.0418568390111114,0,0,1.8690227974624807,1.0
0.0,0.06673458991339785,0.12983947119924458,2.2983205984036115,0,0,2.168481127204367,1.0
0.0,0.06698930208863983,0.1309313031161473,2.7848273741702227,0,0,2.653896071054075,1.0
0.0,0.06724401426388181,0.12677053824362608,2.54502641558647,0,0,2.418255877342844,1.0
0.0,0.06749872643912379,0.13028800755429654,2.3059738479057934,0,0,2.175685840351497,1.0
0.0,0.06775343861436577,0.1298394711992446,1.8358820341030746,0,0,1.7060425629038298,1.0
0.0,0.06800815078960774,0.13385269121813032,1.9155802736679701,0,0,1.7817275824498398,1.0
0.0,0.06826286296484972,0.135505193578848,2.6620729784170774,0,0,2.5265677848382295,1.0
0.0,0.0685175751400917,0.21093012275731826,3.0581929186979915,1,0,2.847262795940673,0.5
0.0,0.06877228731533368,0.14180044066729622,2.261792641878127,0,0,2.1199922012108305,1.0
0.0,0.06902699949057566,0.12972143531633618,2.5801341424385695,0,0,2.4504127071222332,1.0
0.0,0.06979113601630157,0.169971671388102,2.855056942502656,0,0,2.6850852711145543,1.0
0.0,0.07004584819154355,0.1332330028328612,2.4213700863222267,0,0,2.2881370834893655,1.0
0.0,0.07055527254202751,0.13190509915014167,1.9598367343346268,0,0,1.827931635184485,1.0
0.0,0.07080998471726949,0.1273607176581681,2.0954360554615645,0,0,1.9680753378033964,1.0
0.0,0.07106469689251146,0.2037299338999056,3.2207702914873746,0,0,3.017040357587469,1.0
0.0,0.07157412124299542,0.13385269121813032,2.8828482071558623,0,0,2.748995515937732,1.0
0.0,0.0718288334182374,0.1502006610009443,2.7884539569417623,0,0,2.6382532959408183,1.0
0.0,0.07259296994396332,0.12677053824362608,2.4183205376068737,0,0,2.2915499993632475,1.0
0.0,0.0728476821192053,0.1497875354107649,2.3993951881925253,0,0,2.2496076527817603,1.0
0.0,0.07310239429444727,0.13385269121813032,1.8439270565907149,0,0,1.7100743653725845,1.0
0.0,0.07335710646968925,0.13175165250236073,1.633489206234613,0,0,1.5017375537322522,1.0
0.0,0.07361181864493123,0.12936732766761097,1.5622113505999236,0,0,1.4328440229323125,1.0
0.0,0.0738665308201732,0.18758262511803592,2.4882008872429515,1,0,2.300618262124916,0.8
0.0,0.07437595517065716,0.135505193578848,2.503625843922296,0,0,2.368120650343448,1.0
0.0,0.07463066734589914,0.12700661000944288,2.7288342932860044,0,0,2.6018276832765617,1.0
0.0,0.07514009169638308,0.1304296506137866,2.866444028417268,0,0,2.736014377803482,1.0
0.0,0.07539480387162506,0.1584631728045326,2.2812420735756547,0,0,2.1227789007711215,1.0
0.0,0.07564951604686704,0.23984891406987727,2.015216223398843,0,0,1.775367309328966,1.0
0.0,0.07590422822210902,0.13023292414227258,2.2073101768891004,0,0,2.077077252746828,1.0
0.0,0.076158940397351,0.15211902513602232,1.7453556028150365,0,0,1.5932365776790143,1.0
0.0,0.07641365257259297,0.2294617563739377,1.6509999016920713,0,0,1.4215381453181337,1.0
0.0,0.07666836474783495,0.14105288007554298,2.617382032672563,0,0,2.47632915259702,1.0
0.0,0.07692307692307693,0.12830500472143533,2.620222492019334,0,0,2.491917487297899,1.0
0.0,0.0771777890983189,0.12913125590179417,2.1732730577389385,0,0,2.0441418018371444,1.0
0.0,0.07743250127356088,0.19121813031161478,2.3189034084479,0,0,2.127685278136285,1.0
0.0,0.07768721344880285,0.1220491029272899,2.2171876112620024,0,0,2.0951385083347125,1.0
0.0,0.0781966377992868,0.12854107648725213,1.6411151031653075,0,0,1.5125740266780554,1.0
0.0,0.07845134997452878,0.21635977337110482,2.2948873246709494,1,0,2.0785275512998447,0.5
0.0,0.07870606214977076,0.16508026440037776,2.048924059669176,1,0,1.8838437952687983,0.8
0.0,0.07921548650025471,0.15722379603399433,1.6117700020472197,0,0,1.4545462060132253,1.0
0.0,0.07947019867549669,0.17386685552407932,2.2684347579876567,0,0,2.0945679024635777,1.0
0.0,0.07972491085073867,0.13302644003777148,2.453493314484754,0,0,2.320466874446983,1.0
0.0,0.08023433520122261,0.19357884796978284,2.2175326744715362,0,0,2.0239538265017534,1.0
0.0,0.08048904737646459,0.13999825964729962,1.461860610379112,0,0,1.3218623507318124,1.0
0.0,0.08074375955170657,0.13204280768020146,2.3846709132194506,0,0,2.2526281055392494,1.0
0.0,0.0815078960774325,0.13810198300283288,2.5824054578940063,0,0,2.4443034748911736,1.0
0.0,0.08176260825267448,0.14612842304060436,2.7517896759013323,0,0,2.605661252860728,1.0
0.0,0.08201732042791646,0.181657223796034,1.856773296991983,0,0,1.6751160731959491,1.0
0.0,0.08354559347936831,0.13101983002832862,1.7649885872999815,0,0,1.6339687572716528,1.0
0.0,0.08380030565461029,0.12858042178155493,2.0474603464206047,0,0,1.91887992463905,1.0
0.0,0.08430973000509424,0.22025495750708218,2.1904020796219497,0,0,1.9701471221148674,1.0
0.0,0.0848191543555782,0.2037299338999056,2.5161932984987883,0,0,2.312463364598883,1.0
0.0,0.08507386653082018,0.1272426817752597,1.6695512572924285,0,0,1.5423085755171688,1.0
0.0,0.08532857870606216,0.12842304060434373,2.6738913933436064,0,0,2.5454683527392628,1.0
0.0,0.0858380030565461,0.12913125590179417,2.4272574643294003,0,0,2.298126208427606,1.0
0.0,0.08634742740703005,0.13149197355996223,2.287432170907655,0,0,2.155940197347693,1.0
0.0,0.08660213958227203,0.13125590179414542,2.187711533407369,0,0,2.0564556316132236,1.0
0.0,0.08685685175751401,0.13196411709159586,1.5109989205996184,0,0,1.3790348035080224,1.0
0.0,0.08711156393275599,0.12995750708215298,2.6260175550977376,0,0,2.4960600480155843,1.0
0.0,0.08787570045848192,0.12818696883852693,2.8386254111925746,0,0,2.7104384423540475,1.0
0.0,0.0881304126337239,0.16248032735284862,1.8420534054438265,1,0,1.6795730780909774,0.8
0.0,0.08838512480896586,0.1272426817752597,1.5524790952603011,0,0,1.4252364134850415,1.0
0.0,0.08889454915944982,0.170070034623859,2.330709462116161,1,0,2.1606394274923018,0.75
0.0,0.0891492613346918,0.13393115036382827,1.935969962534449,0,0,1.8020388121706206,1.0
0.0,0.08940397350993377,0.13298709474346868,2.3004228889942158,0,0,2.1674357942507467,1.0
0.0,0.08965868568517575,0.1331444759206799,2.9312622586886077,0,0,2.7981177827679278,1.0
0.0,0.09144167091186958,0.12865911237016053,2.6586991439263015,0,0,2.530040031556141,1.0
0.0,0.09195109526235354,0.13609537299339003,2.606823414067426,0,0,2.470728041074036,1.0
0.0,0.09271523178807947,0.21694995278564688,2.1920800546805053,0,0,1.9751301018948584,1.0
0.0,0.09296994396332145,0.13414778092540133,1.8833286988238482,0,0,1.7491809178984468,1.0
0.0,0.0934793683138054,0.1900377714825307,2.2035029093424465,0,0,2.013465137859916,1.0
0.0,0.09373408048904738,0.18803116147308785,2.1938279892007495,0,0,2.0057968277276617,1.0
0.0,0.09398879266428935,0.13692162417374884,2.6913570622603085,0,0,2.5544354380865597,1.0
0.0,0.09424350483953133,0.1301345609065156,2.505325122425952,0,0,2.3751905615194366,1.0
0.0,0.0944982170147733,0.12440982058545799,2.4126617113749176,0,0,2.2882518907894593,1.0
